1.685275379460783596e-02,6.224956789811244562e-01,6.224956789811244562e-01
2.454681880737109162e-02,-6.113612267183086146e-01,6.169284528497165354e-01
2.901705735977082659e-02,-9.614288629745644243e-01,7.317619228913324614e-01
3.736464819966286294e-02,1.175652750168723060e+00,8.427346297106801387e-01
4.253688078163245234e-02,4.235416858539224449e+00,1.521271075476388956e+00
4.274936480960574159e-02,1.417865753462152156e+00,1.504036855140682860e+00
4.347317556835584434e-02,-7.848723397186745387e-01,1.401299067223253036e+00
4.404491869055122966e-02,3.009283103743857879e+00,1.602297071788328697e+00
4.664881815025823109e-02,3.139847107103250323e+00,1.773135964601097792e+00
4.828550277674735491e-02,5.577184539479631553e-01,1.651594213535784395e+00
4.890649198282780163e-02,-4.526856411961183824e+00,1.912981686119911595e+00
5.015418481709347370e-02,-1.281169063440238176e+00,1.860330634229938829e+00
5.045615179844259446e-02,-1.789591724107872039e+00,1.854889179605164307e+00
5.157053401304105555e-02,-2.659841355021985265e+00,1.912385763563508645e+00
5.450895907137147389e-02,-1.311456682243523630e-01,1.793636423874231722e+00
5.548406444892771405e-02,7.655804107906263312e-01,1.729382923056506316e+00
5.694499719959835587e-02,3.976240961870104229e+00,1.861551042986717919e+00
5.719928105221803311e-02,-1.546760381108931881e+00,1.844062672882396781e+00
5.771371520472041994e-02,2.305652016296054541e+00,1.868356848851536300e+00
5.908284439778470343e-02,8.594860439898255322e-01,1.817913308608450906e+00
5.984479162345601733e-02,1.944694371276575851e+00,1.823950502068837798e+00
6.455048143191439991e-02,-7.702693364288180078e-01,1.776055903630655131e+00
6.611351539937011801e-02,-1.814264737100131697e+00,1.777717157259762759e+00
6.798338182352499370e-02,8.622289400844763918e+00,2.062907667409137780e+00
6.849733929368682916e-02,4.402495094345582061e-01,1.998001341090154703e+00
6.901126364244754285e-02,3.746741765487321629e+00,2.065260588182353363e+00
6.993601584838542162e-02,-1.790029873376681735e+00,2.055066858004365393e+00
7.042465409103997043e-02,3.575803751850124002e+00,2.109378889927428169e+00
7.090690676431726791e-02,-2.922844305437315882e+00,2.137429421496734872e+00
7.137758913142226713e-02,1.078705464023379079e+00,2.102138622914289545e+00
7.226671572634910112e-02,4.275588491266685054e+00,2.172249908990173228e+00
7.283853545210770830e-02,2.511126224340056723e+00,2.182839793844856935e+00
7.541230578004884388e-02,-2.483452952406679515e+00,2.191949283498245471e+00
7.568742994036035954e-02,7.853006228169654435e-01,2.150577264066443117e+00
7.652346483099677077e-02,1.437179480276604693e-01,2.093238426465334978e+00
7.735082758088492050e-02,7.349624528260179090e-02,2.037134476988036624e+00
7.741272141083208047e-02,-4.852729015128687706e+00,2.113231626667513741e+00
7.775165016663837525e-02,1.164881204762973965e+00,2.088275036617394331e+00
7.788291946606687444e-02,-4.672155118005697716e+00,2.154528372037607387e+00
7.826717674815994452e-02,1.920788699783670950e-01,2.105467134486126657e+00
7.908119741814190196e-02,-3.056846302448811059e+00,2.128671504436435935e+00
