1.000000000000000000e+00,5.042788391113281250e+02,3.073423004150390625e+01,1.255884552001953125e+01,8.941884613037109375e+01,8.941884613037109375e+01,3.073423004150390625e+01
2.000000000000000000e+00,2.620680847167968750e+02,2.046380767822265625e+02,6.186576843261718750e+01,1.801119232177734375e+02,4.485730743408203125e+01,3.144188537597656250e+02
3.000000000000000000e+00,1.767229614257812500e+02,1.662316741943359375e+02,4.786294555664062500e+01,2.462552490234375000e+02,3.191576957702636719e+01,3.777055358886718750e+02
4.000000000000000000e+00,1.326161651611328125e+02,1.923750000000000000e+02,4.086153411865234375e+01,3.107611389160156250e+02,2.890115356445312500e+01,3.779146118164062500e+02
5.000000000000000000e+00,2.257136230468750000e+02,1.956960754394531250e+02,1.523099060058593750e+02,2.708434448242187500e+02,2.709238243103027344e+01,3.441277465820312500e+02
6.000000000000000000e+00,2.877785949707031250e+02,1.682024383544921875e+02,1.418280639648437500e+02,2.267083282470703125e+02,2.588653564453125000e+01,2.868224182128906250e+02
7.000000000000000000e+00,2.853537902832031250e+02,1.485641174316406250e+02,1.259575195312500000e+02,1.971581878662109375e+02,3.807027435302734375e+01,2.476419219970703125e+02
8.000000000000000000e+00,2.608619384765625000e+02,1.411709594726562500e+02,1.213901901245117188e+02,1.749955902099609375e+02,3.579365539550781250e+01,2.205284576416015625e+02
9.000000000000000000e+00,2.418127136230468750e+02,1.919412384033203125e+02,1.113173065185546875e+02,1.654870605468750000e+02,7.387680053710937500e+01,1.982316589355468750e+02
1.000000000000000000e+01,2.196171875000000000e+02,1.816889953613281250e+02,1.380397644042968750e+02,1.531065368652343750e+02,6.847484588623046875e+01,1.873503723144531250e+02
1.100000000000000000e+01,2.014572143554687500e+02,1.669770355224609375e+02,1.336196899414062500e+02,1.409929809570312500e+02,7.037884521484375000e+01,1.784475097656250000e+02
1.200000000000000000e+01,1.881425933837890625e+02,1.605138397216796875e+02,1.241394882202148438e+02,1.308983306884765625e+02,7.196550750732421875e+01,1.710284576416015625e+02
1.300000000000000000e+01,1.744023132324218750e+02,1.490029449462890625e+02,1.147542419433593750e+02,1.211814270019531250e+02,6.663722991943359375e+01,1.615726013183593750e+02
1.400000000000000000e+01,1.634878387451171875e+02,1.426365203857421875e+02,1.264514541625976562e+02,1.129515228271484375e+02,6.222035980224609375e+01,1.502145843505859375e+02
1.500000000000000000e+01,1.687402648925781250e+02,1.371189575195312500e+02,1.188250274658203125e+02,1.074227371215820312e+02,5.841617965698242188e+01,1.417703552246093750e+02
1.600000000000000000e+01,1.589496765136718750e+02,1.285517578125000000e+02,1.114003448486328125e+02,1.014000244140625000e+02,5.855743408203125000e+01,1.329739227294921875e+02
1.700000000000000000e+01,1.504511718750000000e+02,1.224886245727539062e+02,1.073569793701171875e+02,9.544290924072265625e+01,5.511770248413085938e+01,1.268645019531250000e+02
1.800000000000000000e+01,1.433480377197265625e+02,1.170396347045898438e+02,1.048873443603515625e+02,9.505587005615234375e+01,5.221993255615234375e+01,1.199476013183593750e+02
1.900000000000000000e+01,1.415828094482421875e+02,1.124694213867187500e+02,9.958108520507812500e+01,9.063934326171875000e+01,5.010084915161132812e+01,1.136632308959960938e+02
2.000000000000000000e+01,1.355825195312500000e+02,1.091991119384765625e+02,9.487120056152343750e+01,8.624234771728515625e+01,4.759904479980468750e+01,1.099592132568359375e+02
2.100000000000000000e+01,1.514665222167968750e+02,1.102804946899414062e+02,9.092340087890625000e+01,8.214558410644531250e+01,4.700093078613281250e+01,1.181192092895507812e+02
2.200000000000000000e+01,1.446038818359375000e+02,1.124407272338867188e+02,8.774380493164062500e+01,8.306520080566406250e+01,4.527976608276367188e+01,1.145007400512695312e+02
2.300000000000000000e+01,1.386315002441406250e+02,1.077614669799804688e+02,8.570235443115234375e+01,8.182164764404296875e+01,4.341060638427734375e+01,1.096653289794921875e+02
2.400000000000000000e+01,1.418628997802734375e+02,1.047286605834960938e+02,8.587448883056640625e+01,7.857189178466796875e+01,4.170842361450195312e+01,1.056931838989257812e+02
2.500000000000000000e+01,1.383092651367187500e+02,1.005554275512695312e+02,8.246481323242187500e+01,7.672933959960937500e+01,4.012808990478515625e+01,1.027160186767578125e+02
2.600000000000000000e+01,1.360079498291015625e+02,9.719149017333984375e+01,7.955687713623046875e+01,7.655957794189453125e+01,3.928111267089843750e+01,9.876860046386718750e+01
2.700000000000000000e+01,1.310303955078125000e+02,9.359193420410156250e+01,7.685736083984375000e+01,7.376364135742187500e+01,3.947125625610351562e+01,9.575854492187500000e+01
2.800000000000000000e+01,1.298076324462890625e+02,9.323194122314453125e+01,7.560236358642578125e+01,7.307798767089843750e+01,3.855358123779296875e+01,9.355608367919921875e+01
2.900000000000000000e+01,1.257591476440429688e+02,9.027361297607421875e+01,7.902346801757812500e+01,7.367784881591796875e+01,3.733803558349609375e+01,9.137204742431640625e+01
3.000000000000000000e+01,1.220445251464843750e+02,8.726508331298828125e+01,8.353547668457031250e+01,7.276642608642578125e+01,3.627236175537109375e+01,8.840205383300781250e+01
3.100000000000000000e+01,1.250917587280273438e+02,8.451181793212890625e+01,8.088246917724609375e+01,7.326846313476562500e+01,3.519898605346679688e+01,8.605471038818359375e+01
3.200000000000000000e+01,1.214929351806640625e+02,9.652454376220703125e+01,7.850616455078125000e+01,7.241780853271484375e+01,3.424019241333007812e+01,8.484033203125000000e+01
3.300000000000000000e+01,1.181931304931640625e+02,9.368387603759765625e+01,7.617823791503906250e+01,7.107825469970703125e+01,3.394000244140625000e+01,8.314276123046875000e+01
3.400000000000000000e+01,1.152007217407226562e+02,9.092847442626953125e+01,7.400794219970703125e+01,6.980556488037109375e+01,3.597610473632812500e+01,8.071406555175781250e+01
3.500000000000000000e+01,1.119256515502929688e+02,8.871517944335937500e+01,7.198027801513671875e+01,6.926897430419921875e+01,3.497873687744140625e+01,7.893691253662109375e+01
3.600000000000000000e+01,1.134007034301757812e+02,8.625698852539062500e+01,7.276627349853515625e+01,6.789138793945312500e+01,3.404144668579101562e+01,7.690764617919921875e+01
3.700000000000000000e+01,1.114659271240234375e+02,8.420267486572265625e+01,7.111357879638671875e+01,6.951438140869140625e+01,3.429769134521484375e+01,7.706712341308593750e+01
3.800000000000000000e+01,1.131078872680664062e+02,8.878123474121093750e+01,6.943399047851562500e+01,6.771445465087890625e+01,3.440190124511718750e+01,7.511289215087890625e+01
3.900000000000000000e+01,1.102714004516601562e+02,8.650514221191406250e+01,7.014330291748046875e+01,6.693019104003906250e+01,3.385070037841796875e+01,7.387899780273437500e+01
4.000000000000000000e+01,1.087479476928710938e+02,8.469935607910156250e+01,6.946641540527343750e+01,6.527668762207031250e+01,3.478611755371093750e+01,7.204887390136718750e+01
4.100000000000000000e+01,1.225887603759765625e+02,8.266230773925781250e+01,6.784118652343750000e+01,6.528894042968750000e+01,3.401947402954101562e+01,7.151785278320312500e+01
4.200000000000000000e+01,1.215300979614257812e+02,8.110511016845703125e+01,6.753150939941406250e+01,6.603122711181640625e+01,3.390397262573242188e+01,7.098435974121093750e+01
4.300000000000000000e+01,1.194378890991210938e+02,8.025775146484375000e+01,6.665215301513671875e+01,6.493569946289062500e+01,3.410858154296875000e+01,6.939264678955078125e+01
4.400000000000000000e+01,1.167234878540039062e+02,7.853384399414062500e+01,6.597204589843750000e+01,6.572852325439453125e+01,3.337380599975585938e+01,6.827623748779296875e+01
4.500000000000000000e+01,1.153625030517578125e+02,8.406675720214843750e+01,6.513909912109375000e+01,6.867810058593750000e+01,3.274790954589843750e+01,6.682048797607421875e+01
4.600000000000000000e+01,1.129926757812500000e+02,8.401894378662109375e+01,6.376645278930664062e+01,6.721836090087890625e+01,3.209785079956054688e+01,6.537103271484375000e+01
4.700000000000000000e+01,1.135857696533203125e+02,8.344450378417968750e+01,6.244090652465820312e+01,6.588105010986328125e+01,3.200819778442382812e+01,6.400311279296875000e+01
4.800000000000000000e+01,1.120478591918945312e+02,8.490333557128906250e+01,6.155113601684570312e+01,6.451419830322265625e+01,3.399911117553710938e+01,6.274206924438476562e+01
4.900000000000000000e+01,1.100241165161132812e+02,8.373465728759765625e+01,6.035537719726562500e+01,6.326576614379882812e+01,3.332291412353515625e+01,6.200757980346679688e+01
5.000000000000000000e+01,1.078486404418945312e+02,8.429473876953125000e+01,6.100339508056640625e+01,6.345857238769531250e+01,3.384165191650390625e+01,6.328353881835937500e+01
5.100000000000000000e+01,1.059292221069335938e+02,9.585887908935546875e+01,6.001434326171875000e+01,6.229152679443359375e+01,3.522628402709960938e+01,6.209327316284179688e+01
5.200000000000000000e+01,1.040386276245117188e+02,9.424820709228515625e+01,5.886553955078125000e+01,6.116330337524414062e+01,3.454885864257812500e+01,6.097697448730468750e+01
5.300000000000000000e+01,1.032550506591796875e+02,9.251559448242187500e+01,5.777374267578125000e+01,6.055994796752929688e+01,3.486126327514648438e+01,5.989962005615234375e+01
5.400000000000000000e+01,1.024770812988281250e+02,9.096357727050781250e+01,5.731620407104492188e+01,5.950068664550781250e+01,3.427260971069335938e+01,5.879941940307617188e+01
5.500000000000000000e+01,1.010261306762695312e+02,8.970806884765625000e+01,5.879792785644531250e+01,6.009620285034179688e+01,3.364990615844726562e+01,5.873452758789062500e+01
