2.374348585921962074e-03,-1.650558305690147165e+00,1.650558305690147165e+00
3.666018149229271789e-03,-1.115166467568130315e+00,1.382862386629138740e+00
6.450439908253375806e-03,-8.679766098013885767e-01,1.211233794353222093e+00
7.975847593907660349e-03,7.624802281749651911e-01,1.099045402808657812e+00
1.073657981099888220e-02,2.279568990599329936e-01,9.248277020589128483e-01
1.143486838897291545e-02,-2.082219416892307606e+00,1.117726321197811901e+00
1.147033534022897684e-02,1.332191444688767490e+00,1.148364195982234159e+00
1.269214453022696892e-02,5.706267543009388987e-01,1.076147015772072280e+00
1.404666620857602730e-02,-4.452100518199813450e+00,1.451252960486265842e+00
1.421922996959204197e-02,-3.634007996248911354e+00,1.669528464062530304e+00
1.437192640291777915e-02,-1.826861954002389155e+00,1.683831508602517513e+00
1.441590640118840805e-02,-2.992777987519527727e+00,1.792910381845601586e+00
1.470621378745470484e-02,2.530359277244329519e+00,1.849637219953196077e+00
1.473077726360283966e-02,-3.155759034778384375e+00,1.942931635297852511e+00
1.479749517420666377e-02,-3.536157821710403937e+00,2.049146714392022339e+00
1.537700131980232650e-02,-5.120433151819923978e+00,2.241102116731266136e+00
1.613446380913398717e-02,4.012226282432919788e+00,2.345285891184304639e+00
1.689829579643793364e-02,4.182371492795365242e+00,2.447346202384919067e+00
1.718650754440717923e-02,-1.479774428446720691e+00,2.396421372177645281e+00
1.781031384760984465e-02,-3.722021863698543598e+00,2.462701396753690375e+00
1.861272768443197889e-02,-6.129766138894225946e-01,2.374619264236344396e+00
1.940482002276615325e-02,4.781805641474505819e-01,2.288417505141394415e+00
1.993589775228074915e-02,2.527760324950946824e+00,2.298823714698331688e+00
2.075826985535597288e-02,-5.574868401349196034e+00,2.435325576642117795e+00
2.076028566934616168e-02,-3.719531028658238370e-01,2.352790677691066090e+00
2.078731050377591316e-02,2.097915536131363723e+00,2.342987787631077179e+00
2.088149446641468510e-02,4.203870896421250336e+00,2.411909384252935773e+00
2.136476003605362189e-02,-2.433069074959608002e+00,2.412665087492459559e+00
2.143083173953926404e-02,3.045368103661079573e+00,2.434482432877584035e+00
2.149163695723500106e-02,-2.239958070847556826e+00,2.427998287476583528e+00
2.152396052815776922e-02,-5.584137273929897560e+00,2.529809222523464740e+00
2.403860433736273658e-02,-1.994097215674295853e+01,3.073908064217823810e+00
2.414433181344150664e-02,4.068434648362988071e+00,3.104045233434343576e+00
2.490090552750265362e-02,3.674710947586863341e+00,3.120829519144711739e+00
2.522400419404012203e-02,-4.975852230951971933e+00,3.173830168053490830e+00
2.537837768843934777e-02,2.680431541262493056e+00,3.160124650642629707e+00
2.551942120318614893e-02,1.269810830844058103e+00,3.109035087945370979e+00
2.592396276709530573e-02,-5.023599155053787513e+00,3.159418352869276969e+00
2.617009975825286203e-02,1.068277386112775673e+01,3.352324904363083835e+00
2.624442647279213656e-02,-1.501776831494908393e+01,3.643960989627734737e+00
2.654012374402395583e-02,-7.482499567676626384e+00,3.737583881775268679e+00
2.754639457530421234e-02,5.373729424313182790e-01,3.661388383219460252e+00
2.761335712991047284e-02,-6.445615366138383706e+00,3.726137847938504777e+00
2.826323617912422301e-02,1.877160571356967012e+00,3.684115637107106433e+00
2.845312842344691062e-02,1.825572001895631047e+01,4.007929067814866464e+00
2.869850866929652897e-02,-2.289661685584334805e+00,3.970575429070724027e+00
2.940216379805809035e-02,8.837427182370376499e-01,3.904898137350858445e+00
2.948895082287964625e-02,-6.300688713505053329e+00,3.954810441020737866e+00
3.063607055059286433e-02,-8.768164480916524894e-01,3.891994237083409747e+00
3.086017716929644397e-02,-1.172986798027210398e+00,3.837614088302285786e+00
3.174063829440618156e-02,8.966015380172038363e+00,3.938170976378163601e+00
3.228312066329377256e-02,-2.682688383559096224e+00,3.914027080362411759e+00
3.277900449225878976e-02,-3.848975262432531963e+00,3.912799687571281826e+00
3.301534142084253109e-02,-1.317885374396539078e+00,3.864745718808787256e+00
3.313571026076329168e-02,-1.439136163219970399e+00,3.820643726888990788e+00
3.425242129145395636e-02,3.647700552318298151e-01,3.758931697037969144e+00
3.461409550256728390e-02,2.004658455412126727e+00,3.728154973500673375e+00
3.520682149702369923e-02,1.152595054735780167e+01,3.862599724774072207e+00
3.536927107858126029e-02,5.757886995133155494e+00,3.894723237831005935e+00
3.582970628314784134e-02,-2.595438843445442956e+00,3.873068497924579745e+00
3.596489753790212129e-02,-3.743853845151026150e+00,3.870950224928292105e+00
3.602986380815091649e-02,-1.435470366793005326e+00,3.831668291732561293e+00
3.612663751739055018e-02,3.821562525747793870e+00,3.831507882748676153e+00
3.716302739613010220e-02,8.431184435150413492e+00,3.903377828879953437e+00
3.775401228128097419e-02,-2.036009921752651053e+00,3.874649091847225613e+00
3.846431015760251593e-02,-7.734942402346312917e+00,3.933138384430544754e+00
3.895760516701880782e-02,-5.402534151806719365e-01,3.882498310262636032e+00
3.914039968723289492e-02,-1.662694533327915281e-01,3.827847885896020763e+00
3.927443876080351226e-02,-1.864211394775878716e-01,3.775073585223290173e+00
3.941912274214234152e-02,2.833773046929159989e-01,3.725192209787141717e+00
4.013887738371992031e-02,-4.617976723429201513e+00,3.737766639556748149e+00
4.033858913317267536e-02,4.770426911870256248e+00,3.752109143338881569e+00
4.035206386211652452e-02,5.115964962504165214e+00,3.770792099765803318e+00
4.062994804695284345e-02,-3.112393531518023337e+00,3.761894821816508916e+00
4.086398069181630677e-02,1.544210508791472591e-01,3.713795171537344064e+00
